,Unnamed: 0,country,year,sex,age,suicides_no,population,suicides/100k,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation,population_sum,suicides_no_sum
611,611,Argentina,1986,female,5-14 years,7,2971900,0.24,Argentina1986,0.7214738222756495,"110,934,442,763",4072,Generation X,27244400,2284
612,612,Argentina,1987,male,75+ years,200,369800,54.08,Argentina1987,0.7212072344762266,"111,106,191,358",4026,G.I. Generation,27599400,2286
613,613,Argentina,1987,male,55-74 years,532,2034500,26.15,Argentina1987,0.7212072344762266,"111,106,191,358",4026,G.I. Generation,27599400,2286
614,614,Argentina,1987,male,35-54 years,482,3409100,14.14,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Silent,27599400,2286
615,615,Argentina,1987,female,75+ years,57,547000,10.42,Argentina1987,0.7212072344762266,"111,106,191,358",4026,G.I. Generation,27599400,2286
616,616,Argentina,1987,female,55-74 years,224,2347300,9.54,Argentina1987,0.7212072344762266,"111,106,191,358",4026,G.I. Generation,27599400,2286
617,617,Argentina,1987,male,25-34 years,192,2276200,8.44,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Boomers,27599400,2286
618,618,Argentina,1987,male,15-24 years,179,2460600,7.27,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Generation X,27599400,2286
619,619,Argentina,1987,female,35-54 years,209,3418300,6.11,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Silent,27599400,2286
620,620,Argentina,1987,female,25-34 years,89,2226200,4.0,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Boomers,27599400,2286
621,621,Argentina,1987,female,15-24 years,93,2398400,3.88,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Generation X,27599400,2286
622,622,Argentina,1987,male,5-14 years,15,3101300,0.48,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Generation X,27599400,2286
623,623,Argentina,1987,female,5-14 years,14,3010700,0.47,Argentina1987,0.7212072344762266,"111,106,191,358",4026,Generation X,27599400,2286
624,624,Argentina,1988,male,75+ years,216,392000,55.1,Argentina1988,0.7225661811660792,"126,206,817,196",4458,G.I. Generation,28308000,2354
625,625,Argentina,1988,male,55-74 years,550,2079000,26.46,Argentina1988,0.7225661811660792,"126,206,817,196",4458,G.I. Generation,28308000,2354
626,626,Argentina,1988,male,35-54 years,477,3503000,13.62,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Silent,28308000,2354
627,627,Argentina,1988,female,75+ years,61,602000,10.13,Argentina1988,0.7225661811660792,"126,206,817,196",4458,G.I. Generation,28308000,2354
628,628,Argentina,1988,female,55-74 years,233,2412000,9.66,Argentina1988,0.7225661811660792,"126,206,817,196",4458,G.I. Generation,28308000,2354
629,629,Argentina,1988,male,25-34 years,215,2276000,9.45,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Boomers,28308000,2354
630,630,Argentina,1988,male,15-24 years,211,2524000,8.36,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Generation X,28308000,2354
631,631,Argentina,1988,female,35-54 years,198,3508000,5.64,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Silent,28308000,2354
632,632,Argentina,1988,female,15-24 years,101,2459000,4.11,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Generation X,28308000,2354
633,633,Argentina,1988,female,25-34 years,61,2228000,2.74,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Boomers,28308000,2354
634,634,Argentina,1988,male,5-14 years,20,3210000,0.62,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Generation X,28308000,2354
635,635,Argentina,1988,female,5-14 years,11,3115000,0.35,Argentina1988,0.7225661811660792,"126,206,817,196",4458,Generation X,28308000,2354
636,636,Argentina,1989,male,75+ years,208,400000,52.0,Argentina1989,0.7164437772798562,"76,636,898,036",2670,G.I. Generation,28702000,2247
637,637,Argentina,1989,male,55-74 years,548,2105000,26.03,Argentina1989,0.7164437772798562,"76,636,898,036",2670,G.I. Generation,28702000,2247
638,638,Argentina,1989,male,35-54 years,462,3561000,12.97,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Silent,28702000,2247
639,639,Argentina,1989,female,75+ years,65,622000,10.45,Argentina1989,0.7164437772798562,"76,636,898,036",2670,G.I. Generation,28702000,2247
640,640,Argentina,1989,male,25-34 years,219,2287000,9.58,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Boomers,28702000,2247
641,641,Argentina,1989,female,55-74 years,201,2446000,8.22,Argentina1989,0.7164437772798562,"76,636,898,036",2670,G.I. Generation,28702000,2247
642,642,Argentina,1989,male,15-24 years,186,2575000,7.22,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Generation X,28702000,2247
643,643,Argentina,1989,female,35-54 years,166,3563000,4.66,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Silent,28702000,2247
644,644,Argentina,1989,female,25-34 years,83,2240000,3.71,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Boomers,28702000,2247
645,645,Argentina,1989,female,15-24 years,80,2509000,3.19,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Generation X,28702000,2247
646,646,Argentina,1989,male,5-14 years,18,3245000,0.55,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Generation X,28702000,2247
647,647,Argentina,1989,female,5-14 years,11,3149000,0.35,Argentina1989,0.7164437772798562,"76,636,898,036",2670,Generation X,28702000,2247
648,648,Argentina,1990,male,75+ years,226,411100,54.97,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation,29091100,2140
649,649,Argentina,1990,male,55-74 years,502,2128000,23.59,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation,29091100,2140
650,650,Argentina,1990,male,35-54 years,439,3619000,12.13,Argentina1990,0.705,"141,352,368,715",4859,Silent,29091100,2140
651,651,Argentina,1990,female,75+ years,61,643000,9.49,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation,29091100,2140
652,652,Argentina,1990,male,25-34 years,182,2297000,7.92,Argentina1990,0.705,"141,352,368,715",4859,Boomers,29091100,2140
653,653,Argentina,1990,female,55-74 years,190,2477000,7.67,Argentina1990,0.705,"141,352,368,715",4859,G.I. Generation,29091100,2140
654,654,Argentina,1990,male,15-24 years,174,2635000,6.6,Argentina1990,0.705,"141,352,368,715",4859,Generation X,29091100,2140
655,655,Argentina,1990,female,35-54 years,163,3622000,4.5,Argentina1990,0.705,"141,352,368,715",4859,Silent,29091100,2140
656,656,Argentina,1990,female,15-24 years,91,2568000,3.54,Argentina1990,0.705,"141,352,368,715",4859,Generation X,29091100,2140
657,657,Argentina,1990,female,25-34 years,76,2251000,3.38,Argentina1990,0.705,"141,352,368,715",4859,Boomers,29091100,2140
658,658,Argentina,1990,male,5-14 years,22,3269000,0.67,Argentina1990,0.705,"141,352,368,715",4859,Generation X,29091100,2140
659,659,Argentina,1990,female,5-14 years,14,3171000,0.44,Argentina1990,0.705,"141,352,368,715",4859,Generation X,29091100,2140
660,660,Argentina,1991,male,75+ years,184,396000,46.46,Argentina1991,0.7263351450578517,"189,719,984,268",6404,G.I. Generation,29623000,1951
661,661,Argentina,1991,male,55-74 years,449,2130000,21.08,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Silent,29623000,1951
662,662,Argentina,1991,male,35-54 years,398,3580000,11.12,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Boomers,29623000,1951
663,663,Argentina,1991,male,25-34 years,214,2277000,9.4,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Boomers,29623000,1951
664,664,Argentina,1991,female,75+ years,50,658000,7.6,Argentina1991,0.7263351450578517,"189,719,984,268",6404,G.I. Generation,29623000,1951
665,665,Argentina,1991,female,55-74 years,169,2508000,6.74,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Silent,29623000,1951
666,666,Argentina,1991,male,15-24 years,179,2738000,6.54,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Generation X,29623000,1951
667,667,Argentina,1991,female,35-54 years,133,3691000,3.6,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Boomers,29623000,1951
668,668,Argentina,1991,female,25-34 years,77,2310000,3.33,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Boomers,29623000,1951
669,669,Argentina,1991,female,15-24 years,61,2689000,2.27,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Generation X,29623000,1951
670,670,Argentina,1991,male,5-14 years,28,3369000,0.83,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Millenials,29623000,1951
671,671,Argentina,1991,female,5-14 years,9,3277000,0.27,Argentina1991,0.7263351450578517,"189,719,984,268",6404,Millenials,29623000,1951
672,672,Argentina,1992,male,75+ years,194,404900,47.91,Argentina1992,0.7309148780064593,"228,788,617,202",7615,G.I. Generation,30045400,2184
673,673,Argentina,1992,male,55-74 years,500,2150500,23.25,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Silent,30045400,2184
674,674,Argentina,1992,male,35-54 years,488,3616600,13.49,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Boomers,30045400,2184
675,675,Argentina,1992,male,25-34 years,227,2306200,9.84,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Boomers,30045400,2184
676,676,Argentina,1992,male,15-24 years,249,2834100,8.79,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Generation X,30045400,2184
677,677,Argentina,1992,female,75+ years,46,678000,6.78,Argentina1992,0.7309148780064593,"228,788,617,202",7615,G.I. Generation,30045400,2184
678,678,Argentina,1992,female,55-74 years,147,2538400,5.79,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Silent,30045400,2184
679,679,Argentina,1992,female,35-54 years,140,3755500,3.73,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Boomers,30045400,2184
680,680,Argentina,1992,female,25-34 years,79,2329100,3.39,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Boomers,30045400,2184
681,681,Argentina,1992,female,15-24 years,79,2783500,2.84,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Generation X,30045400,2184
682,682,Argentina,1992,male,5-14 years,22,3371800,0.65,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Millenials,30045400,2184
683,683,Argentina,1992,female,5-14 years,13,3276800,0.4,Argentina1992,0.7309148780064593,"228,788,617,202",7615,Millenials,30045400,2184
684,684,Argentina,1993,male,75+ years,229,413600,55.37,Argentina1993,0.7314225984111999,"236,741,715,015",7768,G.I. Generation,30477500,2230
685,685,Argentina,1993,male,55-74 years,520,2171500,23.95,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Silent,30477500,2230
686,686,Argentina,1993,male,35-54 years,495,3672300,13.48,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Boomers,30477500,2230
687,687,Argentina,1993,male,25-34 years,233,2336300,9.97,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Boomers,30477500,2230
688,688,Argentina,1993,female,75+ years,58,698400,8.3,Argentina1993,0.7314225984111999,"236,741,715,015",7768,G.I. Generation,30477500,2230
689,689,Argentina,1993,male,15-24 years,235,2932300,8.01,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Generation X,30477500,2230
690,690,Argentina,1993,female,55-74 years,126,2568300,4.91,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Silent,30477500,2230
691,691,Argentina,1993,female,35-54 years,144,3820400,3.77,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Boomers,30477500,2230
692,692,Argentina,1993,female,25-34 years,76,2347800,3.24,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Boomers,30477500,2230
693,693,Argentina,1993,female,15-24 years,73,2879300,2.54,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Generation X,30477500,2230
694,694,Argentina,1993,male,5-14 years,25,3367500,0.74,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Millenials,30477500,2230
695,695,Argentina,1993,female,5-14 years,16,3269800,0.49,Argentina1993,0.7314225984111999,"236,741,715,015",7768,Millenials,30477500,2230
696,696,Argentina,1994,male,75+ years,192,423100,45.38,Argentina1994,0.7330337798101894,"257,440,000,000",8328,G.I. Generation,30911200,2241
697,697,Argentina,1994,male,55-74 years,509,2192500,23.22,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Silent,30911200,2241
698,698,Argentina,1994,male,35-54 years,527,3729600,14.13,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Boomers,30911200,2241
699,699,Argentina,1994,male,25-34 years,226,2369000,9.54,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Boomers,30911200,2241
700,700,Argentina,1994,male,15-24 years,250,3027200,8.26,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Generation X,30911200,2241
701,701,Argentina,1994,female,55-74 years,135,2597400,5.2,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Silent,30911200,2241
702,702,Argentina,1994,female,75+ years,34,719700,4.72,Argentina1994,0.7330337798101894,"257,440,000,000",8328,G.I. Generation,30911200,2241
703,703,Argentina,1994,female,35-54 years,160,3885600,4.12,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Boomers,30911200,2241
704,704,Argentina,1994,female,15-24 years,98,2971300,3.3,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Generation X,30911200,2241
705,705,Argentina,1994,female,25-34 years,72,2369900,3.04,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Boomers,30911200,2241
706,706,Argentina,1994,male,5-14 years,27,3363000,0.8,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Millenials,30911200,2241
707,707,Argentina,1994,female,5-14 years,11,3262900,0.34,Argentina1994,0.7330337798101894,"257,440,000,000",8328,Millenials,30911200,2241
708,708,Argentina,1995,male,75+ years,190,433800,43.8,Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation,31345400,2204
709,709,Argentina,1995,male,55-74 years,515,2214000,23.26,Argentina1995,0.731,"258,031,750,000",8232,Silent,31345400,2204
710,710,Argentina,1995,male,35-54 years,485,3787800,12.8,Argentina1995,0.731,"258,031,750,000",8232,Boomers,31345400,2204
711,711,Argentina,1995,male,25-34 years,218,2404900,9.06,Argentina1995,0.731,"258,031,750,000",8232,Generation X,31345400,2204
712,712,Argentina,1995,male,15-24 years,277,3112100,8.9,Argentina1995,0.731,"258,031,750,000",8232,Generation X,31345400,2204
713,713,Argentina,1995,female,75+ years,49,742200,6.6,Argentina1995,0.731,"258,031,750,000",8232,G.I. Generation,31345400,2204
714,714,Argentina,1995,female,55-74 years,134,2625900,5.1,Argentina1995,0.731,"258,031,750,000",8232,Silent,31345400,2204
715,715,Argentina,1995,female,35-54 years,139,3950100,3.52,Argentina1995,0.731,"258,031,750,000",8232,Boomers,31345400,2204
716,716,Argentina,1995,female,15-24 years,101,3053300,3.31,Argentina1995,0.731,"258,031,750,000",8232,Generation X,31345400,2204
717,717,Argentina,1995,female,25-34 years,62,2396900,2.59,Argentina1995,0.731,"258,031,750,000",8232,Generation X,31345400,2204
718,718,Argentina,1995,female,5-14 years,19,3261100,0.58,Argentina1995,0.731,"258,031,750,000",8232,Millenials,31345400,2204
719,719,Argentina,1995,male,5-14 years,15,3363300,0.45,Argentina1995,0.731,"258,031,750,000",8232,Millenials,31345400,2204
720,720,Argentina,1996,male,75+ years,189,445800,42.4,Argentina1996,0.7333799771209836,"272,149,750,000",8563,G.I. Generation,31780700,2229
721,721,Argentina,1996,male,55-74 years,464,2235900,20.75,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Silent,31780700,2229
722,722,Argentina,1996,male,35-54 years,524,3847300,13.62,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Boomers,31780700,2229
723,723,Argentina,1996,male,25-34 years,226,2442900,9.25,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Generation X,31780700,2229
724,724,Argentina,1996,male,15-24 years,280,3185600,8.79,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Generation X,31780700,2229
725,725,Argentina,1996,female,75+ years,59,766100,7.7,Argentina1996,0.7333799771209836,"272,149,750,000",8563,G.I. Generation,31780700,2229
726,726,Argentina,1996,female,55-74 years,131,2653800,4.94,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Silent,31780700,2229
727,727,Argentina,1996,female,35-54 years,176,4014100,4.38,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Boomers,31780700,2229
728,728,Argentina,1996,female,15-24 years,105,3123600,3.36,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Generation X,31780700,2229
729,729,Argentina,1996,female,25-34 years,52,2428400,2.14,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Generation X,31780700,2229
730,730,Argentina,1996,male,5-14 years,14,3370400,0.42,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Millenials,31780700,2229
731,731,Argentina,1996,female,5-14 years,9,3266800,0.28,Argentina1996,0.7333799771209836,"272,149,750,000",8563,Millenials,31780700,2229
732,732,Argentina,1997,male,75+ years,195,490152,39.78,Argentina1997,0.7345013938851127,"292,859,000,000",9057,G.I. Generation,32333781,2184
733,733,Argentina,1997,male,55-74 years,457,2252148,20.29,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Silent,32333781,2184
734,734,Argentina,1997,male,35-54 years,501,3934581,12.73,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Boomers,32333781,2184
735,735,Argentina,1997,male,25-34 years,213,2460112,8.66,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Generation X,32333781,2184
736,736,Argentina,1997,male,15-24 years,260,3198193,8.13,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Generation X,32333781,2184
737,737,Argentina,1997,female,75+ years,47,854095,5.5,Argentina1997,0.7345013938851127,"292,859,000,000",9057,G.I. Generation,32333781,2184
738,738,Argentina,1997,female,55-74 years,131,2668528,4.91,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Silent,32333781,2184
739,739,Argentina,1997,female,35-54 years,165,4083427,4.04,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Boomers,32333781,2184
740,740,Argentina,1997,female,15-24 years,113,3161000,3.57,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Generation X,32333781,2184
741,741,Argentina,1997,female,25-34 years,72,2474330,2.91,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Generation X,32333781,2184
742,742,Argentina,1997,male,5-14 years,19,3429860,0.55,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Millenials,32333781,2184
743,743,Argentina,1997,female,5-14 years,11,3327355,0.33,Argentina1997,0.7345013938851127,"292,859,000,000",9057,Millenials,32333781,2184
744,744,Argentina,1998,male,75+ years,201,504164,39.87,Argentina1998,0.7352577206409084,"298,948,250,000",9126,G.I. Generation,32757259,2347
745,745,Argentina,1998,male,55-74 years,518,2274972,22.77,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Silent,32757259,2347
746,746,Argentina,1998,male,35-54 years,508,3990829,12.73,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Boomers,32757259,2347
747,747,Argentina,1998,male,15-24 years,327,3243944,10.08,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Generation X,32757259,2347
748,748,Argentina,1998,male,25-34 years,251,2497189,10.05,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Generation X,32757259,2347
749,749,Argentina,1998,female,75+ years,53,883724,6.0,Argentina1998,0.7352577206409084,"298,948,250,000",9126,G.I. Generation,32757259,2347
750,750,Argentina,1998,female,55-74 years,140,2696429,5.19,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Silent,32757259,2347
751,751,Argentina,1998,female,15-24 years,114,3200362,3.56,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Generation X,32757259,2347
752,752,Argentina,1998,female,35-54 years,147,4143203,3.55,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Boomers,32757259,2347
753,753,Argentina,1998,female,25-34 years,52,2512005,2.07,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Generation X,32757259,2347
754,754,Argentina,1998,female,5-14 years,20,3353473,0.6,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Millenials,32757259,2347
755,755,Argentina,1998,male,5-14 years,16,3456965,0.46,Argentina1998,0.7352577206409084,"298,948,250,000",9126,Millenials,32757259,2347
756,756,Argentina,1999,male,75+ years,204,515800,39.55,Argentina1999,0.7336400834981399,"283,523,000,000",8546,G.I. Generation,33174862,2423
757,757,Argentina,1999,male,55-74 years,540,2301840,23.46,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Silent,33174862,2423
758,758,Argentina,1999,male,35-54 years,545,4045105,13.47,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Boomers,33174862,2423
759,759,Argentina,1999,male,15-24 years,355,3279728,10.82,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Generation X,33174862,2423
760,760,Argentina,1999,male,25-34 years,265,2543861,10.42,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Generation X,33174862,2423
761,761,Argentina,1999,female,55-74 years,137,2727054,5.02,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Silent,33174862,2423
762,762,Argentina,1999,female,75+ years,44,912898,4.82,Argentina1999,0.7336400834981399,"283,523,000,000",8546,G.I. Generation,33174862,2423
763,763,Argentina,1999,female,35-54 years,141,4200203,3.36,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Boomers,33174862,2423
764,764,Argentina,1999,female,15-24 years,101,3229424,3.13,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Generation X,33174862,2423
765,765,Argentina,1999,female,25-34 years,50,2559176,1.95,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Generation X,33174862,2423
766,766,Argentina,1999,male,5-14 years,21,3482230,0.6,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Millenials,33174862,2423
767,767,Argentina,1999,female,5-14 years,20,3377543,0.59,Argentina1999,0.7336400834981399,"283,523,000,000",8546,Millenials,33174862,2423
768,768,Argentina,2000,male,75+ years,232,525161,44.18,Argentina2000,0.762,"284,203,750,000",8462,G.I. Generation,33585533,2774
769,769,Argentina,2000,male,55-74 years,602,2333377,25.8,Argentina2000,0.762,"284,203,750,000",8462,Silent,33585533,2774
770,770,Argentina,2000,male,35-54 years,578,4096814,14.11,Argentina2000,0.762,"284,203,750,000",8462,Boomers,33585533,2774
771,771,Argentina,2000,male,15-24 years,463,3306109,14.0,Argentina2000,0.762,"284,203,750,000",8462,Generation X,33585533,2774
772,772,Argentina,2000,male,25-34 years,331,2602314,12.72,Argentina2000,0.762,"284,203,750,000",8462,Generation X,33585533,2774
773,773,Argentina,2000,female,55-74 years,133,2760512,4.82,Argentina2000,0.762,"284,203,750,000",8462,Silent,33585533,2774
774,774,Argentina,2000,female,75+ years,43,941957,4.56,Argentina2000,0.762,"284,203,750,000",8462,G.I. Generation,33585533,2774
775,775,Argentina,2000,female,35-54 years,174,4253771,4.09,Argentina2000,0.762,"284,203,750,000",8462,Boomers,33585533,2774
776,776,Argentina,2000,female,15-24 years,116,3249247,3.57,Argentina2000,0.762,"284,203,750,000",8462,Generation X,33585533,2774
777,777,Argentina,2000,female,25-34 years,63,2617723,2.41,Argentina2000,0.762,"284,203,750,000",8462,Generation X,33585533,2774
778,778,Argentina,2000,female,5-14 years,21,3396135,0.62,Argentina2000,0.762,"284,203,750,000",8462,Millenials,33585533,2774
779,779,Argentina,2000,male,5-14 years,18,3502413,0.51,Argentina2000,0.762,"284,203,750,000",8462,Millenials,33585533,2774
780,780,Argentina,2001,male,75+ years,250,547473,45.66,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Silent,34010946,3132
781,781,Argentina,2001,male,55-74 years,659,2358654,27.94,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Silent,34010946,3132
782,782,Argentina,2001,male,15-24 years,518,3325440,15.58,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Millenials,34010946,3132
783,783,Argentina,2001,male,35-54 years,625,4145861,15.08,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Boomers,34010946,3132
784,784,Argentina,2001,male,25-34 years,375,2675285,14.02,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Generation X,34010946,3132
785,785,Argentina,2001,female,75+ years,57,978346,5.83,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Silent,34010946,3132
786,786,Argentina,2001,female,15-24 years,166,3262682,5.09,Argentina2001,0.7343905034051323,"268,696,750,000",7900,Millenials,34010946,3132
