,country,year,sex,age,suicides_no,population,suicides/100k,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation,population_sum,suicides_no_sum
2931,Barbados,1988,female,35-54 years,0,24400,0.0,Barbados1988,0.7332078217456619,"1,822,815,594",7763,Silent,234800,12
2932,Barbados,1988,female,5-14 years,0,24400,0.0,Barbados1988,0.7332078217456619,"1,822,815,594",7763,Generation X,234800,12
2933,Barbados,1988,female,75+ years,0,7100,0.0,Barbados1988,0.7332078217456619,"1,822,815,594",7763,G.I. Generation,234800,12
2934,Barbados,1988,male,5-14 years,0,24400,0.0,Barbados1988,0.7332078217456619,"1,822,815,594",7763,Generation X,234800,12
2935,Barbados,1988,male,75+ years,0,4000,0.0,Barbados1988,0.7332078217456619,"1,822,815,594",7763,G.I. Generation,234800,12
2936,Barbados,1989,male,35-54 years,6,23000,26.09,Barbados1989,0.735623497626599,"2,015,731,029",8541,Silent,236000,16
2937,Barbados,1989,male,55-74 years,2,14000,14.29,Barbados1989,0.735623497626599,"2,015,731,029",8541,G.I. Generation,236000,16
2938,Barbados,1989,male,15-24 years,3,25000,12.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,Generation X,236000,16
2939,Barbados,1989,female,25-34 years,2,23000,8.7,Barbados1989,0.735623497626599,"2,015,731,029",8541,Boomers,236000,16
2940,Barbados,1989,female,15-24 years,2,24000,8.33,Barbados1989,0.735623497626599,"2,015,731,029",8541,Generation X,236000,16
2941,Barbados,1989,male,25-34 years,1,24000,4.17,Barbados1989,0.735623497626599,"2,015,731,029",8541,Boomers,236000,16
2942,Barbados,1989,female,35-54 years,0,26000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,Silent,236000,16
2943,Barbados,1989,female,5-14 years,0,22000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,Generation X,236000,16
2944,Barbados,1989,female,55-74 years,0,20000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,G.I. Generation,236000,16
2945,Barbados,1989,female,75+ years,0,8000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,G.I. Generation,236000,16
2946,Barbados,1989,male,5-14 years,0,22000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,Generation X,236000,16
2947,Barbados,1989,male,75+ years,0,5000,0.0,Barbados1989,0.735623497626599,"2,015,731,029",8541,G.I. Generation,236000,16
2948,Barbados,1990,male,75+ years,3,5000,60.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation,237000,16
2949,Barbados,1990,male,35-54 years,5,24000,20.83,Barbados1990,0.716,"2,023,318,252",8537,Silent,237000,16
2950,Barbados,1990,male,55-74 years,2,13000,15.38,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation,237000,16
2951,Barbados,1990,male,25-34 years,2,24000,8.33,Barbados1990,0.716,"2,023,318,252",8537,Boomers,237000,16
2952,Barbados,1990,female,35-54 years,2,26000,7.69,Barbados1990,0.716,"2,023,318,252",8537,Silent,237000,16
2953,Barbados,1990,female,55-74 years,1,20000,5.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation,237000,16
2954,Barbados,1990,male,15-24 years,1,25000,4.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X,237000,16
2955,Barbados,1990,female,15-24 years,0,24000,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X,237000,16
2956,Barbados,1990,female,25-34 years,0,23000,0.0,Barbados1990,0.716,"2,023,318,252",8537,Boomers,237000,16
2957,Barbados,1990,female,5-14 years,0,22000,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X,237000,16
2958,Barbados,1990,female,75+ years,0,9000,0.0,Barbados1990,0.716,"2,023,318,252",8537,G.I. Generation,237000,16
2959,Barbados,1990,male,5-14 years,0,22000,0.0,Barbados1990,0.716,"2,023,318,252",8537,Generation X,237000,16
2960,Barbados,1991,male,35-54 years,5,25000,20.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Boomers,237000,17
2961,Barbados,1991,male,25-34 years,4,23000,17.39,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Boomers,237000,17
2962,Barbados,1991,female,55-74 years,3,20000,15.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Silent,237000,17
2963,Barbados,1991,male,15-24 years,3,24000,12.5,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Generation X,237000,17
2964,Barbados,1991,male,55-74 years,1,13000,7.69,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Silent,237000,17
2965,Barbados,1991,female,25-34 years,1,23000,4.35,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Boomers,237000,17
2966,Barbados,1991,female,15-24 years,0,24000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Generation X,237000,17
2967,Barbados,1991,female,35-54 years,0,28000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Boomers,237000,17
2968,Barbados,1991,female,5-14 years,0,20000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Millenials,237000,17
2969,Barbados,1991,female,75+ years,0,9000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,G.I. Generation,237000,17
2970,Barbados,1991,male,5-14 years,0,22000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,Millenials,237000,17
2971,Barbados,1991,male,75+ years,0,6000,0.0,Barbados1991,0.7354054281864402,"2,007,109,829",8469,G.I. Generation,237000,17
2972,Barbados,1992,male,35-54 years,5,26000,19.23,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Boomers,240000,14
2973,Barbados,1992,male,25-34 years,4,23000,17.39,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Boomers,240000,14
2974,Barbados,1992,male,55-74 years,2,14000,14.29,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Silent,240000,14
2975,Barbados,1992,female,55-74 years,1,20000,5.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Silent,240000,14
2976,Barbados,1992,female,25-34 years,1,24000,4.17,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Boomers,240000,14
2977,Barbados,1992,female,35-54 years,1,29000,3.45,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Boomers,240000,14
2978,Barbados,1992,female,15-24 years,0,24000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Generation X,240000,14
2979,Barbados,1992,female,5-14 years,0,20000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Millenials,240000,14
2980,Barbados,1992,female,75+ years,0,9000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,G.I. Generation,240000,14
2981,Barbados,1992,male,15-24 years,0,24000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Generation X,240000,14
2982,Barbados,1992,male,5-14 years,0,21000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,Millenials,240000,14
2983,Barbados,1992,male,75+ years,0,6000,0.0,Barbados1992,0.7343430133277492,"1,950,900,000",8129,G.I. Generation,240000,14
2984,Barbados,1993,male,55-74 years,3,13700,21.9,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Silent,239600,16
2985,Barbados,1993,male,15-24 years,5,23400,21.37,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Generation X,239600,16
2986,Barbados,1993,male,75+ years,1,5300,18.87,Barbados1993,0.7356190617114995,"2,046,189,032",8540,G.I. Generation,239600,16
2987,Barbados,1993,male,25-34 years,3,23900,12.55,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Boomers,239600,16
2988,Barbados,1993,male,35-54 years,3,27400,10.95,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Boomers,239600,16
2989,Barbados,1993,female,55-74 years,1,18900,5.29,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Silent,239600,16
2990,Barbados,1993,female,15-24 years,0,22900,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Generation X,239600,16
2991,Barbados,1993,female,25-34 years,0,23100,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Boomers,239600,16
2992,Barbados,1993,female,35-54 years,0,29600,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Boomers,239600,16
2993,Barbados,1993,female,5-14 years,0,20700,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Millenials,239600,16
2994,Barbados,1993,female,75+ years,0,9600,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,G.I. Generation,239600,16
2995,Barbados,1993,male,5-14 years,0,21100,0.0,Barbados1993,0.7356190617114995,"2,046,189,032",8540,Millenials,239600,16
2996,Barbados,1994,male,55-74 years,3,13500,22.22,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Silent,240300,14
2997,Barbados,1994,male,35-54 years,5,28600,17.48,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Boomers,240300,14
2998,Barbados,1994,female,55-74 years,2,18800,10.64,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Silent,240300,14
2999,Barbados,1994,male,5-14 years,1,21100,4.74,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Millenials,240300,14
3000,Barbados,1994,female,25-34 years,1,22900,4.37,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Boomers,240300,14
3001,Barbados,1994,male,15-24 years,1,22900,4.37,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Generation X,240300,14
3002,Barbados,1994,female,35-54 years,1,30700,3.26,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Boomers,240300,14
3003,Barbados,1994,female,15-24 years,0,22500,0.0,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Generation X,240300,14
3004,Barbados,1994,female,5-14 years,0,20500,0.0,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Millenials,240300,14
3005,Barbados,1994,female,75+ years,0,9700,0.0,Barbados1994,0.7368836201180606,"2,151,295,182",8953,G.I. Generation,240300,14
3006,Barbados,1994,male,25-34 years,0,23800,0.0,Barbados1994,0.7368836201180606,"2,151,295,182",8953,Boomers,240300,14
3007,Barbados,1994,male,75+ years,0,5300,0.0,Barbados1994,0.7368836201180606,"2,151,295,182",8953,G.I. Generation,240300,14
3008,Barbados,1995,male,25-34 years,7,23600,29.66,Barbados1995,0.731,"2,261,969,870",9378,Generation X,241200,17
3009,Barbados,1995,male,35-54 years,3,30000,10.0,Barbados1995,0.731,"2,261,969,870",9378,Boomers,241200,17
3010,Barbados,1995,female,15-24 years,2,22000,9.09,Barbados1995,0.731,"2,261,969,870",9378,Generation X,241200,17
3011,Barbados,1995,male,55-74 years,1,13400,7.46,Barbados1995,0.731,"2,261,969,870",9378,Silent,241200,17
3012,Barbados,1995,female,35-54 years,2,31800,6.29,Barbados1995,0.731,"2,261,969,870",9378,Boomers,241200,17
3013,Barbados,1995,female,55-74 years,1,18700,5.35,Barbados1995,0.731,"2,261,969,870",9378,Silent,241200,17
3014,Barbados,1995,male,15-24 years,1,22500,4.44,Barbados1995,0.731,"2,261,969,870",9378,Generation X,241200,17
3015,Barbados,1995,female,25-34 years,0,22700,0.0,Barbados1995,0.731,"2,261,969,870",9378,Generation X,241200,17
3016,Barbados,1995,female,5-14 years,0,20400,0.0,Barbados1995,0.731,"2,261,969,870",9378,Millenials,241200,17
3017,Barbados,1995,female,75+ years,0,9800,0.0,Barbados1995,0.731,"2,261,969,870",9378,G.I. Generation,241200,17
3018,Barbados,1995,male,5-14 years,0,21000,0.0,Barbados1995,0.731,"2,261,969,870",9378,Millenials,241200,17
3019,Barbados,1995,male,75+ years,0,5300,0.0,Barbados1995,0.731,"2,261,969,870",9378,G.I. Generation,241200,17
3020,Barbados,2000,male,25-34 years,4,20974,19.07,Barbados2000,0.753,"3,121,500,000",12430,Generation X,251133,10
3021,Barbados,2000,male,35-54 years,3,37000,8.11,Barbados2000,0.753,"3,121,500,000",12430,Boomers,251133,10
3022,Barbados,2000,male,15-24 years,1,20032,4.99,Barbados2000,0.753,"3,121,500,000",12430,Generation X,251133,10
3023,Barbados,2000,female,35-54 years,2,40354,4.96,Barbados2000,0.753,"3,121,500,000",12430,Boomers,251133,10
3024,Barbados,2000,female,15-24 years,0,19594,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X,251133,10
3025,Barbados,2000,female,25-34 years,0,21656,0.0,Barbados2000,0.753,"3,121,500,000",12430,Generation X,251133,10
3026,Barbados,2000,female,5-14 years,0,19999,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials,251133,10
3027,Barbados,2000,female,55-74 years,0,20755,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent,251133,10
3028,Barbados,2000,female,75+ years,0,8653,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation,251133,10
3029,Barbados,2000,male,5-14 years,0,20504,0.0,Barbados2000,0.753,"3,121,500,000",12430,Millenials,251133,10
3030,Barbados,2000,male,55-74 years,0,16361,0.0,Barbados2000,0.753,"3,121,500,000",12430,Silent,251133,10
3031,Barbados,2000,male,75+ years,0,5251,0.0,Barbados2000,0.753,"3,121,500,000",12430,G.I. Generation,251133,10
3032,Barbados,2001,male,55-74 years,1,16682,5.99,Barbados2001,0.747295475741507,"3,116,650,000",12348,Silent,252406,2
3033,Barbados,2001,male,35-54 years,1,37608,2.66,Barbados2001,0.747295475741507,"3,116,650,000",12348,Boomers,252406,2
3034,Barbados,2001,female,15-24 years,0,19589,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Millenials,252406,2
3035,Barbados,2001,female,25-34 years,0,21392,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Generation X,252406,2
3036,Barbados,2001,female,35-54 years,0,41070,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Boomers,252406,2
3037,Barbados,2001,female,5-14 years,0,19856,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Millenials,252406,2
3038,Barbados,2001,female,55-74 years,0,20967,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Silent,252406,2
3039,Barbados,2001,female,75+ years,0,8830,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Silent,252406,2
3040,Barbados,2001,male,15-24 years,0,19949,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Millenials,252406,2
3041,Barbados,2001,male,25-34 years,0,20762,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Generation X,252406,2
3042,Barbados,2001,male,5-14 years,0,20312,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Millenials,252406,2
3043,Barbados,2001,male,75+ years,0,5389,0.0,Barbados2001,0.747295475741507,"3,116,650,000",12348,Silent,252406,2
3044,Barbados,2002,female,15-24 years,0,19595,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Millenials,253353,0
3045,Barbados,2002,female,25-34 years,0,21133,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Generation X,253353,0
3046,Barbados,2002,female,35-54 years,0,41563,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Boomers,253353,0
3047,Barbados,2002,female,5-14 years,0,19674,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Millenials,253353,0
3048,Barbados,2002,female,55-74 years,0,21258,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Silent,253353,0
3049,Barbados,2002,female,75+ years,0,9003,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Silent,253353,0
3050,Barbados,2002,male,15-24 years,0,19863,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Millenials,253353,0
3051,Barbados,2002,male,25-34 years,0,20535,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Generation X,253353,0
3052,Barbados,2002,male,35-54 years,0,38009,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Boomers,253353,0
3053,Barbados,2002,male,5-14 years,0,20106,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Millenials,253353,0
3054,Barbados,2002,male,55-74 years,0,17104,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Silent,253353,0
3055,Barbados,2002,male,75+ years,0,5510,0.0,Barbados2002,0.7477890919874305,"3,169,600,000",12511,Silent,253353,0
3056,Barbados,2003,female,15-24 years,0,19594,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Millenials,254122,0
3057,Barbados,2003,female,25-34 years,0,20882,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Generation X,254122,0
3058,Barbados,2003,female,35-54 years,0,41911,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Boomers,254122,0
3059,Barbados,2003,female,5-14 years,0,19479,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Millenials,254122,0
3060,Barbados,2003,female,55-74 years,0,21643,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Silent,254122,0
3061,Barbados,2003,female,75+ years,0,9139,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Silent,254122,0
3062,Barbados,2003,male,15-24 years,0,19769,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Millenials,254122,0
3063,Barbados,2003,male,25-34 years,0,20309,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Generation X,254122,0
3064,Barbados,2003,male,35-54 years,0,38276,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Boomers,254122,0
3065,Barbados,2003,male,5-14 years,0,19901,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Millenials,254122,0
3066,Barbados,2003,male,55-74 years,0,17621,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Silent,254122,0
3067,Barbados,2003,male,75+ years,0,5598,0.0,Barbados2003,0.7489481605164331,"3,274,850,000",12887,Silent,254122,0
3068,Barbados,2004,male,35-54 years,3,38511,7.79,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Boomers,254925,3
3069,Barbados,2004,female,15-24 years,0,19566,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Millenials,254925,3
3070,Barbados,2004,female,25-34 years,0,20656,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Generation X,254925,3
3071,Barbados,2004,female,35-54 years,0,42213,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Boomers,254925,3
3072,Barbados,2004,female,5-14 years,0,19280,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Millenials,254925,3
3073,Barbados,2004,female,55-74 years,0,22134,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Silent,254925,3
3074,Barbados,2004,female,75+ years,0,9237,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Silent,254925,3
3075,Barbados,2004,male,15-24 years,0,19657,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Millenials,254925,3
3076,Barbados,2004,male,25-34 years,0,20092,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Generation X,254925,3
3077,Barbados,2004,male,5-14 years,0,19715,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Millenials,254925,3
3078,Barbados,2004,male,55-74 years,0,18209,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Silent,254925,3
3079,Barbados,2004,male,75+ years,0,5655,0.0,Barbados2004,0.7517327657659513,"3,514,350,000",13786,Silent,254925,3
3080,Barbados,2005,male,35-54 years,1,38767,2.58,Barbados2005,0.765,"3,897,300,000",15230,Boomers,255889,1
3081,Barbados,2005,female,15-24 years,0,19501,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials,255889,1
3082,Barbados,2005,female,25-34 years,0,20457,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X,255889,1
3083,Barbados,2005,female,35-54 years,0,42518,0.0,Barbados2005,0.765,"3,897,300,000",15230,Boomers,255889,1
3084,Barbados,2005,female,5-14 years,0,19101,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials,255889,1
3085,Barbados,2005,female,55-74 years,0,22723,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent,255889,1
3086,Barbados,2005,female,75+ years,0,9297,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent,255889,1
3087,Barbados,2005,male,15-24 years,0,19524,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials,255889,1
3088,Barbados,2005,male,25-34 years,0,19893,0.0,Barbados2005,0.765,"3,897,300,000",15230,Generation X,255889,1
3089,Barbados,2005,male,5-14 years,0,19569,0.0,Barbados2005,0.765,"3,897,300,000",15230,Millenials,255889,1
3090,Barbados,2005,male,55-74 years,0,18856,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent,255889,1
3091,Barbados,2005,male,75+ years,0,5683,0.0,Barbados2005,0.765,"3,897,300,000",15230,Silent,255889,1
3092,Barbados,2006,male,75+ years,1,5792,17.27,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Silent,256883,9
3093,Barbados,2006,male,35-54 years,5,38972,12.83,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Boomers,256883,9
3094,Barbados,2006,male,25-34 years,2,19677,10.16,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Generation X,256883,9
3095,Barbados,2006,male,55-74 years,1,19527,5.12,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Silent,256883,9
3096,Barbados,2006,female,15-24 years,0,19383,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Millenials,256883,9
3097,Barbados,2006,female,25-34 years,0,20256,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Generation X,256883,9
3098,Barbados,2006,female,35-54 years,0,42772,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Boomers,256883,9
3099,Barbados,2006,female,5-14 years,0,18922,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Millenials,256883,9
3100,Barbados,2006,female,55-74 years,0,23361,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Silent,256883,9
3101,Barbados,2006,female,75+ years,0,9430,0.0,Barbados2006,0.7602218214054792,"4,246,600,000",16531,Silent,256883,9
